direccion,precio,gastos_comunes,caracteristicas,num_caracteristicas,fecha_descarga,fecha_publicacion,titulo,url,latitud,longitud,ciudad,precio_range,id,geometry,from_id,to_id,travel_time,routes,board_stops,alight_stops,ride_times,access_time,egress_time,transfer_time,wait_times,total_time,n_iterations
"Avenida Vicuña Mackenna 2700 - 3000, San Joaquín, Chile, Rodrigo de Araya, San Joaquín, RM (Metropolitana)",450000.0,,62 m² totales / 2 dormitorios / 2 baños,3,2023-06-13,Publicado hace 7 días,Arriendo Dpto / Cercano A Metro,https://www.portalinmobiliario.com/MLC-1391355913-arriendo-dpto-cercano-a-metro-_JM#position=44&search_layout=stack&type=item&tracking_id=e76c60ef-761c-48e6-af8a-818bf7a52bd5,-33.4374183,-70.6352311,Santiago,"(400000.0, 500000.0]",10725,POINT (-70.6352311 -33.4374183),10725,14995,26.0,"['L1', '119']","['6', 'PA273']","['83', 'PA276']","[6.9, 4.2]",3.1,4.3,5.8,"[1.2, 1.1]",26.6,1
"Álvarez De Toledo 978, El Llano, San Miguel, RM (Metropolitana)",430000.0,Gastos comunes aproximados $ 95.000,51 m² totales / 2 dormitorios / 2 baños,3,2023-06-13,Publicado hace 39 días por Assetplan Chile,Edificio Alvarez Toledo Vista Oriente Piso 13,https://www.portalinmobiliario.com/MLC-1380089159-edificio-alvarez-toledo-vista-oriente-piso-13-_JM#position=48&search_layout=stack&type=item&tracking_id=e76c60ef-761c-48e6-af8a-818bf7a52bd5,-33.490449912500004,-70.64915332916667,Santiago,"(400000.0, 500000.0]",10728,POINT (-70.64915332916667 -33.4904499125),10728,14995,25.0,"['L2V', 'L2R', '509']","['90', '29', 'PA450']","['29', '70', 'PA452']","[2.3, 1.6, 3.3]",6.2,4.6,1.3,"[1.9, 3.1, 2.3]",26.5,8
"Morandé 580, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",415000.0,Gastos comunes aproximados $ 110.000,60 m² totales / 2 dormitorios / 2 baños,3,2023-06-13,Publicado hace 5 meses,Disponibilidad Inmediata!!! Morande/santo Domingo.,https://www.portalinmobiliario.com/MLC-1610287372-disponibilidad-inmediata-morandesanto-domingo-_JM#position=2&search_layout=stack&type=item&tracking_id=4a51444b-fbf2-4c9f-b910-e01a2e67a678,-33.43680765306122,-70.65427710408163,Santiago,"(400000.0, 500000.0]",10731,POINT (-70.65427710408163 -33.43680765306122),10731,14995,25.0,"['303', '119']","['PA423', 'PA774']","['PA303', 'PA276']","[1.5, 10.3]",2.8,4.3,1.1,"[1.1, 1.4]",22.4,1
"San Francisco 294, Bulnes, Santiago, RM (Metropolitana)",420000.0,Gastos comunes aproximados $ 85.000,42 m² totales / 2 dormitorios / 1 baño,3,2023-06-13,Publicado hace 18 días por Unne,Arriendo Depto 2d 1b 1e Disponibilidad Inmediata,https://www.portalinmobiliario.com/MLC-1702395376-arriendo-depto-2d-1b-1e-disponibilidad-inmediata-_JM#position=3&search_layout=stack&type=item&tracking_id=4a51444b-fbf2-4c9f-b910-e01a2e67a678,-33.448165849999995,-70.64645442424822,Santiago,"(400000.0, 500000.0]",10732,POINT (-70.64645442424822 -33.44816585),10732,14995,24.0,"['203e', '506']","['PA93', 'PA447']","['PA95', 'PA452']","[2.4, 7.0]",5.2,4.6,2.9,"[1.6, 1.5]",25.1,1
"General Mackenna 1555, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",435000.0,Gastos comunes aproximados $ 100.000,57 m² totales / 2 dormitorios / 2 baños,3,2023-06-13,Publicado hace 40 días,"Departamento En Arriendo, 2dor, 2 Baños, Stgo. Centro, Metro",https://www.portalinmobiliario.com/MLC-1379918413-departamento-en-arriendo-2dor-2-banos-stgo-centro-metro-_JM#position=5&search_layout=stack&type=item&tracking_id=4a51444b-fbf2-4c9f-b910-e01a2e67a678,-33.432898800000004,-70.65980617361122,Santiago,"(400000.0, 500000.0]",10734,POINT (-70.65980617361122 -33.4328988),10734,14995,26.0,"['L2R', '506e']","['4', 'PA450']","['70', 'PA452']","[4.4, 2.6]",11.3,4.6,1.3,"[2.8, 3.7]",30.7,1
"Chiloé 1951, Franklin - Biobío, Santiago, RM (Metropolitana)",440000.0,Gastos comunes aproximados $ 85.000,48.98 m² totales / 2 dormitorios / 2 baños,3,2023-06-13,Publicado hace 34 días por Assetplan Chile,Edificio Chiloé (1 Est.) Vista Sur Piso 5,https://www.portalinmobiliario.com/MLC-1382932149-edificio-chiloe-1-est-vista-sur-piso-5-_JM#position=13&search_layout=stack&type=item&tracking_id=4a51444b-fbf2-4c9f-b910-e01a2e67a678,-33.47171293287671,-70.64534050821918,Santiago,"(400000.0, 500000.0]",10741,POINT (-70.64534050821918 -33.47171293287671),10741,14995,26.0,"['223', '506e']","['PA64', 'PA448']","['PA68', 'PA452']","[7.3, 5.2]",6.9,4.6,1.4,"[1.4, 3.3]",30.0,1
"Domeyko 1999, Depto 909, Santiago, Chile, Ejército - Toesca, Santiago, RM (Metropolitana)",425000.0,Gastos comunes aproximados $ 95.000,57 m² totales / 2 dormitorios / 2 baños,3,2023-06-13,Publicado hace 33 días,Lindo Y Luminoso  Depto Sector Tranquilo,https://www.portalinmobiliario.com/MLC-1649880016-lindo-y-luminoso-depto-sector-tranquilo-_JM#position=15&search_layout=stack&type=item&tracking_id=4a51444b-fbf2-4c9f-b910-e01a2e67a678,-33.45548395,-70.66252834347584,Santiago,"(400000.0, 500000.0]",10743,POINT (-70.66252834347584 -33.45548395),10743,14995,8.0,['507'],['PA459'],['PA322'],[0.9],2.8,3.3,0.0,[1.4],8.4,2
"Matta / Santa Elena, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)",450000.0,Gastos comunes aproximados $ 100.000,55 m² totales / 2 dormitorios / 2 baños,3,2023-06-13,Publicado hace 13 días por Unne,Metro Irarrazabal / Matta Con Santa Elena,https://www.portalinmobiliario.com/MLC-1716081056-metro-irarrazabal-matta-con-santa-elena-_JM#position=18&search_layout=stack&type=item&tracking_id=4a51444b-fbf2-4c9f-b910-e01a2e67a678,-33.456084,-70.631074,Santiago,"(400000.0, 500000.0]",10746,POINT (-70.631074 -33.456084),10746,14995,22.0,['506'],['PA443'],['PA452'],[11.6],4.0,4.6,0.0,[2.6],22.7,20
"Matucana 1161, Parque Los Reyes, Santiago, RM (Metropolitana)",430000.0,Gastos comunes aproximados $ 80.000,54.34 m² totales / 2 dormitorios / 1 baño,3,2023-06-13,Publicado hace 40 días por Assetplan Chile,Edificio Matucana (1 Est.) Vista Oriente Piso 23,https://www.portalinmobiliario.com/MLC-1379774049-edificio-matucana-1-est-vista-oriente-piso-23-_JM#position=22&search_layout=stack&type=item&tracking_id=4a51444b-fbf2-4c9f-b910-e01a2e67a678,-33.450645,-70.6790005,Santiago,"(400000.0, 500000.0]",10748,POINT (-70.6790005 -33.450645),10748,14995,20.0,"['L1', 'L2R', '506v']","['26', '44', 'PA450']","['44', '70', 'PA452']","[3.4, 2.6, 3.3]",4.2,4.6,1.3,"[1.5, 1.0, 1.7]",23.7,1
"Hipódromo Chile 1631, Plaza Chacabuco, Independencia, RM (Metropolitana)",440000.0,Gastos comunes aproximados $ 133.900,68.52 m² totales / 3 dormitorios / 2 baños,3,2023-06-13,Publicado hace 10 días por Assetplan Chile,Edificio Alma Hipodromo (1 Est.) Vista Surponiente Piso 5,https://www.portalinmobiliario.com/MLC-1719168970-edificio-alma-hipodromo-1-est-vista-surponiente-piso-5-_JM#position=24&search_layout=stack&type=item&tracking_id=4a51444b-fbf2-4c9f-b910-e01a2e67a678,-33.40684546666667,-70.66290683703704,Santiago,"(400000.0, 500000.0]",10750,POINT (-70.66290683703704 -33.40684546666667),10750,14995,17.0,['119'],['PA275'],['PA276'],[1.1],8.5,4.3,0.0,[1.0],15.0,1
"García Reyes 81, Barrio Yungay, Santiago, RM (Metropolitana)",435000.0,Gastos comunes aproximados $ 140.000,54.4 m² totales / 2 dormitorios / 1 baño,3,2023-06-13,Publicado hace 39 días por Assetplan Chile,Edificio García Reyes (1 Est. 1 Bod.) Vista Poniente Piso ,https://www.portalinmobiliario.com/MLC-1380064307-edificio-garcia-reyes-1-est-1-bod-vista-poniente-piso-_JM#position=33&search_layout=stack&type=item&tracking_id=4a51444b-fbf2-4c9f-b910-e01a2e67a678,-33.444891150000004,-70.67096125,Santiago,"(400000.0, 500000.0]",10756,POINT (-70.67096125 -33.44489115),10756,14995,21.0,['119'],['PA272'],['PA276'],[5.9],11.7,4.3,0.0,[2.8],24.6,10
"Santo Domingo / Amunátegui, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",430000.0,Gastos comunes aproximados $ 55.000,56 m² totales / 1 dormitorio / 1 baño,3,2023-06-13,Publicado hace 8 días,Departamento En Arriendo De 1 Dorm. En Santiago,https://www.portalinmobiliario.com/MLC-1721629196-departamento-en-arriendo-de-1-dorm-en-santiago-_JM#position=40&search_layout=stack&type=item&tracking_id=4a51444b-fbf2-4c9f-b910-e01a2e67a678,-33.4369029,-70.6569272,Santiago,"(400000.0, 500000.0]",10762,POINT (-70.6569272 -33.4369029),10762,14995,21.0,"['L2R', '506v']","['4', 'PA450']","['70', 'PA452']","[4.4, 3.3]",7.2,4.6,1.3,"[1.6, 2.2]",24.6,1
"Avenida Portugal 810, Santiago, Chile, Barrio Diez de Julio, Santiago, RM (Metropolitana)",450000.0,Gastos comunes aproximados $ 95.000,55 m² totales / 2 dormitorios / 2 baños,3,2023-06-13,Publicado hace 2 meses,Excelente Oportunidad Por Céntrico Departamento.,https://www.portalinmobiliario.com/MLC-1385824645-excelente-oportunidad-por-centrico-departamento-_JM#position=48&search_layout=stack&type=item&tracking_id=4a51444b-fbf2-4c9f-b910-e01a2e67a678,-33.452862563265306,-70.63401910816326,Santiago,"(400000.0, 500000.0]",10769,POINT (-70.63401910816326 -33.45286256326531),10769,14995,25.0,['506'],['PA443'],['PA452'],[11.6],6.8,4.6,0.0,[2.7],25.6,33
"Monjitas 744, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",450000.0,Gastos comunes aproximados $ 55.000,32 m² totales / 2 dormitorios / 1 baño,3,2023-06-13,Publicado hace 31 días,"Departamento 2d+1b (548), Santiago",https://www.portalinmobiliario.com/MLC-1383825693-departamento-2d1b-548-santiago-_JM#position=50&search_layout=stack&type=item&tracking_id=4a51444b-fbf2-4c9f-b910-e01a2e67a678,-33.43708110869565,-70.6477822,Santiago,"(400000.0, 500000.0]",10771,POINT (-70.64778219999999 -33.43708110869565),10771,14995,25.0,"['L3', 'L2R', '506e']","['75', '12', 'PA450']","['12', '70', 'PA452']","[1.2, 6.8, 2.6]",4.6,4.6,1.3,"[1.1, 1.9, 1.1]",25.0,1
"Lord Cochrane, Santiago, Chile, Parque O'Higgins, Santiago, RM (Metropolitana)",450000.0,Gastos comunes aproximados $ 60.000,70 m² totales / 2 dormitorios / 2 baños,3,2023-06-13,Publicado hace 11 días,Estupendo Departamento En Lord Cochrane - Stgo Centro,https://www.portalinmobiliario.com/MLC-1390703285-estupendo-departamento-en-lord-cochrane-stgo-centro-_JM#position=2&search_layout=stack&type=item&tracking_id=e91f087a-26b6-423f-82c5-b0cd2f4abb5f,-33.4468375,-70.655167,Santiago,"(400000.0, 500000.0]",10773,POINT (-70.65516700000001 -33.4468375),10773,14995,23.0,"['401', '119']","['PA184', 'PA273']","['PA347', 'PA276']","[2.9, 4.2]",4.8,4.3,3.4,"[2.9, 1.2]",23.5,1
"Metro Los Heroes, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",420000.0,,32.4 m² totales / 1 dormitorio / 1 baño,3,2023-06-13,Publicado hace 38 días,Departamento En Arriendo De 1 Dormitorio En Santiago,https://www.portalinmobiliario.com/MLC-1626104492-departamento-en-arriendo-de-1-dormitorio-en-santiago-_JM#position=5&search_layout=stack&type=item&tracking_id=e91f087a-26b6-423f-82c5-b0cd2f4abb5f,-33.4461573,-70.6604831,Santiago,"(400000.0, 500000.0]",10776,POINT (-70.66048309999999 -33.4461573),10776,14995,16.0,"['L1', '507']","['44', 'PA335']","['38', 'PA433']","[2.1, 5.1]",0.8,3.4,1.8,"[1.1, 2.1]",16.4,3
"Coquimbo 1331, Santiago, Chile, Parque Almagro, Santiago, RM (Metropolitana)",450000.0,Gastos comunes aproximados $ 102.000,67 m² totales / 2 dormitorios / 2 baños,3,2023-06-13,Publicado hace 20 días,Excelente Conectividad Luminoso,https://www.portalinmobiliario.com/MLC-1387225491-excelente-conectividad-luminoso-_JM#position=8&search_layout=stack&type=item&tracking_id=e91f087a-26b6-423f-82c5-b0cd2f4abb5f,-33.457341625000005,-70.6525927,Santiago,"(400000.0, 500000.0]",10778,POINT (-70.6525927 -33.45734162500001),10778,14995,17.0,['509'],['PA627'],['PA452'],[7.1],4.4,4.6,0.0,[1.4],17.4,3
"Avenida San Pablo 1391, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",450000.0,Gastos comunes aproximados $ 80.000,70 m² totales / 2 dormitorios / 2 baños,3,2023-06-13,Publicado hace 12 días,"Se Arrienda Dpto 2d 2b En Amunategui Con San Pablo, Stgo ",https://www.portalinmobiliario.com/MLC-1390381115-se-arrienda-dpto-2d-2b-en-amunategui-con-san-pablo-stgo-_JM#position=14&search_layout=stack&type=item&tracking_id=e91f087a-26b6-423f-82c5-b0cd2f4abb5f,-33.4349162,-70.6688562,Santiago,"(400000.0, 500000.0]",10782,POINT (-70.66885619999999 -33.4349162),10782,14995,21.0,['121'],['PA309'],['PA276'],[10.5],0.8,4.3,0.0,[2.6],18.2,24
"San Diego 1200 - 1500, Santiago, Chile, Parque O'Higgins, Santiago, RM (Metropolitana)",420000.0,Gastos comunes aproximados $ 80,35 m² totales / 2 dormitorios / 1 baño,3,2023-06-13,Publicado hace 27 días,Departamento En Arriendo ,https://www.portalinmobiliario.com/MLC-1675284268-departamento-en-arriendo-_JM#position=19&search_layout=stack&type=item&tracking_id=e91f087a-26b6-423f-82c5-b0cd2f4abb5f,-33.4527587,-70.6502309,Santiago,"(400000.0, 500000.0]",10785,POINT (-70.6502309 -33.4527587),10785,14995,22.0,"['301', '506v']","['PA55', 'PA449']","['PA57', 'PA452']","[2.8, 5.4]",5.8,4.6,1.2,"[1.9, 2.4]",23.9,1
"Av. Vicuña Mackenna, Santa Isabel, Santiago, RM (Metropolitana)",450000.0,Gastos comunes aproximados $ 120.000,56 m² totales / 2 dormitorios / 2 baños,3,2023-06-13,Publicado hace 9 días,Departamento En Arriendo De 2 Dormitorios En Santiago,https://www.portalinmobiliario.com/MLC-1719611326-departamento-en-arriendo-de-2-dormitorios-en-santiago-_JM#position=24&search_layout=stack&type=item&tracking_id=e91f087a-26b6-423f-82c5-b0cd2f4abb5f,-33.4368273,-70.6353329,Santiago,"(400000.0, 500000.0]",10788,POINT (-70.63533289999999 -33.4368273),10788,14995,26.0,"['L5R', 'L2R', '506v']","['6', '4', 'PA450']","['4', '70', 'PA452']","[4.6, 4.4, 3.3]",3.6,4.6,1.3,"[1.0, 2.9, 2.5]",28.1,2
"Chiloé 1951, Franklin - Biobío, Santiago, RM (Metropolitana)",440000.0,Gastos comunes aproximados $ 85.000,48.98 m² totales / 2 dormitorios / 2 baños,3,2023-06-13,Publicado hace 34 días por Assetplan Chile,Edificio Chiloé (1 Est. 1 Bod.) Vista Norte Piso 5,https://www.portalinmobiliario.com/MLC-1649729124-edificio-chiloe-1-est-1-bod-vista-norte-piso-5-_JM#position=25&search_layout=stack&type=item&tracking_id=e91f087a-26b6-423f-82c5-b0cd2f4abb5f,-33.47171293287671,-70.64534050821918,Santiago,"(400000.0, 500000.0]",10789,POINT (-70.64534050821918 -33.47171293287671),10789,14995,26.0,"['209', '507']","['PA147', 'PA446']","['PA151', 'PA322']","[4.9, 9.1]",7.4,3.3,1.6,"[1.1, 2.3]",29.9,1
"Briones Luco 0957, Lo Ovalle, La Cisterna, RM (Metropolitana)",420000.0,Gastos comunes aproximados $ 60.000,38 m² totales / 2 dormitorios / 1 baño,3,2023-06-13,Publicado hace 34 días por Assetplan Chile,Edificio Briones Luco (1 Est. 1 Bod.) Vista Oriente Piso 2,https://www.portalinmobiliario.com/MLC-1382506101-edificio-briones-luco-1-est-1-bod-vista-oriente-piso-2-_JM#position=29&search_layout=stack&type=item&tracking_id=e91f087a-26b6-423f-82c5-b0cd2f4abb5f,-33.5164126,-70.658566,Santiago,"(400000.0, 500000.0]",10792,POINT (-70.65856599999999 -33.5164126),10792,14995,25.0,"['L2V', 'L2R', '506']","['47', '29', 'PA450']","['29', '70', 'PA452']","[7.1, 1.6, 3.0]",1.6,4.6,1.3,"[1.1, 1.7, 1.3]",23.3,1
"Av. Irarrázaval 1745, Ñuñoa, Chile, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",450000.0,Gastos comunes aproximados $ 65.000,43 m² totales / 1 dormitorio / 1 baño,3,2023-06-13,Publicado hace 38 días,Metro Mons. Eyzaguirre  1 Hab 1 Baño,https://www.portalinmobiliario.com/MLC-1626780468-metro-mons-eyzaguirre-1-hab-1-bano-_JM#position=31&search_layout=stack&type=item&tracking_id=e91f087a-26b6-423f-82c5-b0cd2f4abb5f,-33.4534427,-70.6129468,Santiago,"(400000.0, 500000.0]",10794,POINT (-70.6129468 -33.4534427),10794,14995,25.0,"['L3', '507']","['117', 'PA446']","['116', 'PA322']","[4.1, 9.1]",1.7,3.3,2.1,"[2.8, 2.8]",25.9,16
"Agustinas, Santiago, Chile, Barrio Brasil, Santiago, RM (Metropolitana)",450000.0,Gastos comunes aproximados $ 50.000,75 m² totales / 3 dormitorios / 2 baños,3,2023-06-13,Publicado hace 14 días,Departamento Excelente Ubicación Calle Agustinas,https://www.portalinmobiliario.com/MLC-1711007482-departamento-excelente-ubicacion-calle-agustinas-_JM#position=35&search_layout=stack&type=item&tracking_id=e91f087a-26b6-423f-82c5-b0cd2f4abb5f,-33.4435479,-70.6756219,Santiago,"(400000.0, 500000.0]",10797,POINT (-70.6756219 -33.4435479),10797,14995,26.0,['507'],['PA599'],['PA433'],[10.1],8.8,3.4,0.0,[2.2],24.5,1
"Avenida Almirante Blanco Encalada 2400 - 2700, Santiago, Chile, Barrio República, Santiago, RM (Metropolitana)",450000.0,,40 m² totales / 2 dormitorios / 1 baño,3,2023-06-13,Publicado hace 26 días,Departamento Nuevo A Estrenar,https://www.portalinmobiliario.com/MLC-1385098841-departamento-nuevo-a-estrenar-_JM#position=36&search_layout=stack&type=item&tracking_id=e91f087a-26b6-423f-82c5-b0cd2f4abb5f,-33.458459840229885,-70.67169670344828,Santiago,"(400000.0, 500000.0]",10798,POINT (-70.67169670344828 -33.45845984022989),10798,14995,10.0,['506'],['PA289'],['PA433'],[2.9],1.4,3.4,0.0,[2.6],10.2,24
"Conde Del Maule 3900 - 4200, Santiago, Estación Central, Chile, San Alberto Hurtado, Estación Central, RM (Metropolitana)",430000.0,Gastos comunes aproximados $ 65.000,55 m² totales / 2 dormitorios / 2 baños,3,2023-06-13,Publicado hace 14 días,Conde Del Maule Toro Mazote Amoblado Metro P. Hurtado Lider,https://www.portalinmobiliario.com/MLC-1713763522-conde-del-maule-toro-mazote-amoblado-metro-p-hurtado-lider-_JM#position=42&search_layout=stack&type=item&tracking_id=e91f087a-26b6-423f-82c5-b0cd2f4abb5f,-33.4533197,-70.6939689,Santiago,"(400000.0, 500000.0]",10801,POINT (-70.6939689 -33.4533197),10801,14995,25.0,"['L1', '507']","['2', 'PA368']","['26', 'PA433']","[2.2, 9.0]",4.2,3.4,3.4,"[1.7, 2.3]",26.3,13
"Serrano, San Diego, Santiago, RM (Metropolitana)",440000.0,Gastos comunes aproximados $ 100.000,52 m² totales / 2 dormitorios / 1 baño,3,2023-06-13,Publicado hace 10 días por Houm,Departamento Serrano Id: 89812,https://www.portalinmobiliario.com/MLC-1719144572-departamento-serrano-id-89812-_JM#position=43&search_layout=stack&type=item&tracking_id=e91f087a-26b6-423f-82c5-b0cd2f4abb5f,-33.4589477,-70.6462337,Santiago,"(400000.0, 500000.0]",10802,POINT (-70.6462337 -33.4589477),10802,14995,14.0,['506v'],['PA447'],['PA452'],[6.9],1.1,4.6,0.0,[3.8],16.3,5
"Av. Sta. Rosa 991, San Diego, Santiago, RM (Metropolitana)",450000.0,Gastos comunes aproximados $ 70.000,43.84 m² totales / 2 dormitorios / 1 baño,3,2023-06-13,Publicado hace 25 días por Assetplan Chile,Edificio Av. Sta. Rosa (1 Est. 1 Bod.) Vista Oriente Piso 1,https://www.portalinmobiliario.com/MLC-1683205518-edificio-av-sta-rosa-1-est-1-bod-vista-oriente-piso-1-_JM#position=44&search_layout=stack&type=item&tracking_id=e91f087a-26b6-423f-82c5-b0cd2f4abb5f,-33.456703352,-70.64367204,Santiago,"(400000.0, 500000.0]",10803,POINT (-70.64367204 -33.456703352),10803,14995,18.0,['506v'],['PA446'],['PA452'],[7.9],3.8,4.6,0.0,[2.8],19.0,5
"Chiloé 1951, Franklin - Biobío, Santiago, RM (Metropolitana)",440000.0,Gastos comunes aproximados $ 85.000,48.98 m² totales / 2 dormitorios / 2 baños,3,2023-06-13,Publicado hace 34 días por Assetplan Chile,Edificio Chiloé (1 Est.) Vista Sur Piso 5,https://www.portalinmobiliario.com/MLC-1382953051-edificio-chiloe-1-est-vista-sur-piso-5-_JM#position=45&search_layout=stack&type=item&tracking_id=e91f087a-26b6-423f-82c5-b0cd2f4abb5f,-33.47171293287671,-70.64534050821918,Santiago,"(400000.0, 500000.0]",10804,POINT (-70.64534050821918 -33.47171293287671),10804,14995,26.0,"['223', '506e']","['PA64', 'PA448']","['PA68', 'PA452']","[7.3, 5.2]",6.9,4.6,1.4,"[1.9, 1.0]",28.2,1
"Coronel Godoy 149, San Alberto Hurtado, Estación Central, RM (Metropolitana)",430000.0,,47.48 m² totales / 2 dormitorios / 2 baños,3,2023-06-13,Publicado hace 34 días por Assetplan Chile,Edificio Coronel Godoy (1 Est. 1 Bod.) Vista Oriente Piso 1,https://www.portalinmobiliario.com/MLC-1382537019-edificio-coronel-godoy-1-est-1-bod-vista-oriente-piso-1-_JM#position=47&search_layout=stack&type=item&tracking_id=e91f087a-26b6-423f-82c5-b0cd2f4abb5f,-33.45681102244898,-70.69278668979592,Santiago,"(400000.0, 500000.0]",10806,POINT (-70.69278668979592 -33.45681102244898),10806,14995,24.0,['506'],['PI545'],['PA433'],[10.9],8.9,3.4,0.0,[1.9],25.1,5
"San Francisco 632, Santiago, Chile, San Diego, Santiago, RM (Metropolitana)",450000.0,Gastos comunes aproximados $ 100.000,60 m² totales / 2 dormitorios / 2 baños,3,2023-06-13,Publicado hace 4 meses,Arriendo Departamento Calle San Francisco,https://www.portalinmobiliario.com/MLC-1386627075-arriendo-departamento-calle-san-francisco-_JM#position=50&search_layout=stack&type=item&tracking_id=e91f087a-26b6-423f-82c5-b0cd2f4abb5f,-33.452640012,-70.646598696,Santiago,"(400000.0, 500000.0]",10809,POINT (-70.646598696 -33.452640012),10809,14995,22.0,"['385', '506v']","['PA94', 'PA447']","['PA95', 'PA452']","[2.3, 7.6]",1.2,4.6,2.9,"[1.3, 2.7]",22.5,1
"Chiloé 1951, Franklin - Biobío, Santiago, RM (Metropolitana)",440000.0,Gastos comunes aproximados $ 85.000,48.98 m² totales / 2 dormitorios / 2 baños,3,2023-06-13,Publicado hace 34 días por Assetplan Chile,Edificio Chiloé (1 Est.) Vista Sur Piso 5,https://www.portalinmobiliario.com/MLC-1382953051-edificio-chiloe-1-est-vista-sur-piso-5-_JM#position=1&search_layout=stack&type=item&tracking_id=0c5376ef-5ce6-4b83-a52c-dac4494b2486,-33.47171293287671,-70.64534050821918,Santiago,"(400000.0, 500000.0]",10810,POINT (-70.64534050821918 -33.47171293287671),10810,14995,26.0,"['203e', '506e']","['PA101', 'PA446']","['PA105', 'PA452']","[5.3, 7.1]",6.1,4.6,1.9,"[2.1, 3.1]",30.0,1
"Coronel Godoy 149, San Alberto Hurtado, Estación Central, RM (Metropolitana)",430000.0,,47.48 m² totales / 2 dormitorios / 2 baños,3,2023-06-13,Publicado hace 34 días por Assetplan Chile,Edificio Coronel Godoy (1 Est. 1 Bod.) Vista Oriente Piso 1,https://www.portalinmobiliario.com/MLC-1382537019-edificio-coronel-godoy-1-est-1-bod-vista-oriente-piso-1-_JM#position=3&search_layout=stack&type=item&tracking_id=0c5376ef-5ce6-4b83-a52c-dac4494b2486,-33.45681102244898,-70.69278668979592,Santiago,"(400000.0, 500000.0]",10812,POINT (-70.69278668979592 -33.45681102244898),10812,14995,24.0,['506'],['PI545'],['PA433'],[10.9],8.9,3.4,0.0,[1.5],24.7,7
"San Francisco 632, Santiago, Chile, San Diego, Santiago, RM (Metropolitana)",450000.0,Gastos comunes aproximados $ 100.000,60 m² totales / 2 dormitorios / 2 baños,3,2023-06-13,Publicado hace 4 meses,Arriendo Departamento Calle San Francisco,https://www.portalinmobiliario.com/MLC-1386627075-arriendo-departamento-calle-san-francisco-_JM#position=6&search_layout=stack&type=item&tracking_id=0c5376ef-5ce6-4b83-a52c-dac4494b2486,-33.452640012,-70.646598696,Santiago,"(400000.0, 500000.0]",10815,POINT (-70.646598696 -33.452640012),10815,14995,22.0,"['385', '506v']","['PA94', 'PA447']","['PA95', 'PA452']","[1.9, 6.9]",1.2,4.6,2.9,"[2.3, 3.6]",23.3,1
"Briones Luco 0957, Lo Ovalle, La Cisterna, RM (Metropolitana)",420000.0,Gastos comunes aproximados $ 60.000,38 m² totales / 2 dormitorios / 1 baño,3,2023-06-13,Publicado hace 10 días por Assetplan Chile,Edificio Briones Luco (1 Est. 1 Bod.) Vista Poniente Piso 1,https://www.portalinmobiliario.com/MLC-1719156614-edificio-briones-luco-1-est-1-bod-vista-poniente-piso-1-_JM#position=10&search_layout=stack&type=item&tracking_id=0c5376ef-5ce6-4b83-a52c-dac4494b2486,-33.5164126,-70.658566,Santiago,"(400000.0, 500000.0]",10818,POINT (-70.65856599999999 -33.5164126),10818,14995,25.0,"['L2V', 'L2R', '506']","['47', '29', 'PA450']","['29', '70', 'PA452']","[7.1, 1.6, 3.0]",1.6,4.6,1.3,"[1.6, 1.1, 1.3]",23.3,2
"Briones Luco 0957, Lo Ovalle, La Cisterna, RM (Metropolitana)",420000.0,Gastos comunes aproximados $ 60.000,38 m² totales / 2 dormitorios / 1 baño,3,2023-06-13,Publicado hace 34 días por Assetplan Chile,Edificio Briones Luco (1 Est. 1 Bod.) Vista Poniente Piso 1,https://www.portalinmobiliario.com/MLC-1382518017-edificio-briones-luco-1-est-1-bod-vista-poniente-piso-1-_JM#position=12&search_layout=stack&type=item&tracking_id=0c5376ef-5ce6-4b83-a52c-dac4494b2486,-33.5164126,-70.658566,Santiago,"(400000.0, 500000.0]",10820,POINT (-70.65856599999999 -33.5164126),10820,14995,25.0,"['L2V', 'L2R', '506']","['47', '29', 'PA450']","['29', '70', 'PA452']","[7.1, 1.6, 3.0]",1.6,4.6,1.3,"[1.2, 1.4, 2.1]",23.9,2
"Av. Sta. Rosa 991, San Diego, Santiago, RM (Metropolitana)",450000.0,Gastos comunes aproximados $ 70.000,40 m² totales / 2 dormitorios / 1 baño,3,2023-06-13,Publicado hace 21 días por Assetplan Chile,Edificio Av. Sta. Rosa (1 Est. 1 Bod.) Vista Sur Piso 20,https://www.portalinmobiliario.com/MLC-1386890083-edificio-av-sta-rosa-1-est-1-bod-vista-sur-piso-20-_JM#position=16&search_layout=stack&type=item&tracking_id=0c5376ef-5ce6-4b83-a52c-dac4494b2486,-33.456703352,-70.64367204,Santiago,"(400000.0, 500000.0]",10822,POINT (-70.64367204 -33.456703352),10822,14995,18.0,['506v'],['PA446'],['PA452'],[7.9],3.8,4.6,0.0,[3.7],19.9,1
